XMDTENT,XMDTSITE,XMDTDOCNO,XMDTDOCDT,XMDT004,XMDT002,XMDT003,XMDTSTUS,XMDT015
3,JINPAO,JP2101-20161223229,2016-12-22 00:00:00,E012,520025,JINPAO,Y,2015-10-16 00:00:00
3,JINPAO,JP2101-20161223230,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-10-16 00:00:00
3,JINPAO,JP2101-20161223231,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-10-16 00:00:00
3,JINPAO,JP2101-20161223232,2016-12-22 00:00:00,C032,520025,JINPAO,Y,2015-10-17 00:00:00
3,JINPAO,JP2101-20161223233,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2015-10-17 00:00:00
3,JINPAO,JP2101-20161223234,2016-12-22 00:00:00,A020,520025,JINPAO,Y,2015-10-17 00:00:00
3,JINPAO,JP2101-20161223235,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-10-17 00:00:00
3,JINPAO,JP2101-20161223236,2016-12-22 00:00:00,A020,520025,JINPAO,Y,2015-10-14 00:00:00
3,JINPAO,JP2101-20161223237,2016-12-22 00:00:00,J008,520025,JINPAO,Y,2015-10-19 00:00:00
3,JINPAO,JP2101-20161223238,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2015-10-19 00:00:00
3,JINPAO,JP2101-20161223239,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2015-10-19 00:00:00
3,JINPAO,JP2101-20161223240,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2015-10-20 00:00:00
3,JINPAO,JP2101-20161223241,2016-12-22 00:00:00,A020,520025,JINPAO,Y,2015-10-20 00:00:00
3,JINPAO,JP2101-20161223722,2016-12-22 00:00:00,C001,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161223723,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223724,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223725,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161222847,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-11-24 00:00:00
3,JINPAO,JP2101-20161222848,2016-12-22 00:00:00,F025,520025,JINPAO,Y,2015-11-24 00:00:00
3,JINPAO,JP2101-20161222849,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-11-24 00:00:00
3,JINPAO,JP2101-20161222850,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-11-30 00:00:00
3,JINPAO,JP2101-20161222851,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-11-30 00:00:00
3,JINPAO,JP2101-20161222852,2016-12-22 00:00:00,C030,520025,JINPAO,Y,2015-11-30 00:00:00
3,JINPAO,JP2101-20161222853,2016-12-22 00:00:00,T009,520025,JINPAO,Y,2015-11-30 00:00:00
3,JINPAO,JP2101-20161222854,2016-12-22 00:00:00,S024,520025,JINPAO,Y,2015-12-01 00:00:00
3,JINPAO,JP2101-20161222855,2016-12-22 00:00:00,B023,520025,JINPAO,Y,2015-12-01 00:00:00
3,JINPAO,JP2101-20161222856,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-12-02 00:00:00
3,JINPAO,JP2101-20161222857,2016-12-22 00:00:00,F030,520025,JINPAO,Y,2015-12-02 00:00:00
3,JINPAO,JP2101-20161223338,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2015-05-27 00:00:00
3,JINPAO,JP2101-20161223339,2016-12-22 00:00:00,F025,520025,JINPAO,Y,2015-05-27 00:00:00
3,JINPAO,JP2101-20161223340,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-05-21 00:00:00
3,JINPAO,JP2101-20161223341,2016-12-22 00:00:00,D021,520025,JINPAO,Y,2015-05-21 00:00:00
3,JINPAO,JP2101-20161223342,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-05-22 00:00:00
3,JINPAO,JP2101-20161223343,2016-12-22 00:00:00,C035,520025,JINPAO,Y,2015-05-25 00:00:00
3,JINPAO,JP2101-20161223344,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-05-26 00:00:00
3,JINPAO,JP2101-20161223345,2016-12-22 00:00:00,T009,520025,JINPAO,Y,2015-05-27 00:00:00
3,JINPAO,JP2101-20161223346,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2015-05-27 00:00:00
3,JINPAO,JP2101-20161223347,2016-12-22 00:00:00,F023,520025,JINPAO,Y,2015-05-28 00:00:00
3,JINPAO,JP2101-20161223348,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-05-28 00:00:00
3,JINPAO,JP2101-20161223349,2016-12-22 00:00:00,M010,520025,JINPAO,Y,2015-05-28 00:00:00
3,JINPAO,JP2101-20161223350,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-05-28 00:00:00
3,JINPAO,JP2101-20161223351,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-05-21 00:00:00
3,JINPAO,JP2101-20161223352,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2015-05-29 00:00:00
3,JINPAO,JP2101-20161223353,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2015-05-29 00:00:00
3,JINPAO,JP2101-20161223354,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-05-30 00:00:00
3,JINPAO,JP2101-20161223355,2016-12-22 00:00:00,C024,520025,JINPAO,Y,2015-05-30 00:00:00
3,JINPAO,JP2101-20161223356,2016-12-22 00:00:00,C024,520025,JINPAO,Y,2015-05-30 00:00:00
3,JINPAO,JP2101-20161223357,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-05-30 00:00:00
3,JINPAO,JP2101-20161226416,2016-12-22 00:00:00,B017,520025,JINPAO,Y,2014-01-30 00:00:00
3,JINPAO,JP2101-20161226417,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2014-01-31 00:00:00
3,JINPAO,JP2101-20161226418,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-02-06 00:00:00
3,JINPAO,JP2101-20161226419,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-02-06 00:00:00
3,JINPAO,JP2101-20161226420,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-02-06 00:00:00
3,JINPAO,JP2101-20161226421,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-02-06 00:00:00
3,JINPAO,JP2101-20161226422,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2013-09-09 00:00:00
3,JINPAO,JP2101-20161226423,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2013-10-31 00:00:00
3,JINPAO,JP2101-20161226424,2016-12-22 00:00:00,M026,520025,JINPAO,Y,2013-11-07 00:00:00
3,JINPAO,JP2101-20161226425,2016-12-22 00:00:00,T044,520025,JINPAO,Y,2013-11-08 00:00:00
3,JINPAO,JP2101-20161226426,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2013-11-09 00:00:00
3,JINPAO,JP2101-20161226427,2016-12-22 00:00:00,A012,520025,JINPAO,Y,2014-01-23 00:00:00
3,JINPAO,JP2101-20161226428,2016-12-22 00:00:00,H017,520025,JINPAO,Y,2014-01-25 00:00:00
3,JINPAO,JP2101-20161226429,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2014-01-27 00:00:00
3,JINPAO,JP2101-20161226430,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2014-02-08 00:00:00
3,JINPAO,JP2101-20161226431,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2014-02-11 00:00:00
3,JINPAO,JP2101-20161226432,2016-12-22 00:00:00,H017,520025,JINPAO,Y,2014-02-12 00:00:00
3,JINPAO,JP2101-20161226433,2016-12-22 00:00:00,H017,520025,JINPAO,Y,2014-02-19 00:00:00
3,JINPAO,JP2101-20161226434,2016-12-22 00:00:00,H014,520025,JINPAO,Y,2014-02-27 00:00:00
3,JINPAO,JP2101-20161226435,2016-12-22 00:00:00,H014,520025,JINPAO,Y,2014-02-27 00:00:00
3,JINPAO,JP2101-20161226436,2016-12-22 00:00:00,T041,520025,JINPAO,Y,2013-09-10 00:00:00
3,JINPAO,JP2101-20161226437,2016-12-22 00:00:00,S024,520025,JINPAO,Y,2013-09-10 00:00:00
3,JINPAO,JP2101-20161226438,2016-12-22 00:00:00,F016,520025,JINPAO,Y,2013-11-18 00:00:00
3,JINPAO,JP2101-20161226439,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2013-12-16 00:00:00
3,JINPAO,JP2101-20161226440,2016-12-22 00:00:00,M019,520025,JINPAO,Y,2014-01-15 00:00:00
3,JINPAO,JP2101-20161226441,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2014-01-17 00:00:00
3,JINPAO,JP2101-20161226442,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2014-01-21 00:00:00
3,JINPAO,JP2101-20161226923,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2014-03-15 00:00:00
3,JINPAO,JP2101-20161226924,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2014-03-18 00:00:00
3,JINPAO,JP2101-20161226925,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2014-03-29 00:00:00
3,JINPAO,JP2101-20161226926,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2013-10-25 00:00:00
3,JINPAO,JP2101-20161223614,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-10-28 00:00:00
3,JINPAO,JP2101-20161223615,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223616,2016-12-22 00:00:00,D010,520025,JINPAO,Y,2011-08-29 00:00:00
3,JINPAO,JP2101-20161223617,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223618,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223619,2016-12-22 00:00:00,V004,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223620,2016-12-22 00:00:00,W003,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223621,2016-12-22 00:00:00,W006,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223622,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223623,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223624,2016-12-22 00:00:00,C018,520025,JINPAO,Y,2011-11-02 00:00:00
3,JINPAO,JP2101-20161223625,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161224074,2016-12-22 00:00:00,G003,520025,JINPAO,Y,2011-10-16 00:00:00
3,JINPAO,JP2101-20161224075,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-10-16 00:00:00
3,JINPAO,JP2101-20161224076,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-10-16 00:00:00
3,JINPAO,JP2101-20161224077,2016-12-22 00:00:00,D013,520025,JINPAO,Y,2011-10-16 00:00:00
3,JINPAO,JP2101-20161224078,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-10-16 00:00:00
3,JINPAO,JP2101-20161224079,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-10-16 00:00:00
3,JINPAO,JP2101-20161224080,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-10-16 00:00:00
3,JINPAO,JP2101-20161224081,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-10-17 00:00:00
3,JINPAO,JP2101-20161224082,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-10-17 00:00:00
3,JINPAO,JP2101-20161224083,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-10-17 00:00:00
3,JINPAO,JP2101-20161224084,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2011-10-17 00:00:00
3,JINPAO,JP2101-20161224085,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-10-17 00:00:00
3,JINPAO,JP2101-20161224086,2016-12-22 00:00:00,M010,520025,JINPAO,Y,2011-07-11 00:00:00
3,JINPAO,JP2101-20161224087,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2011-08-01 00:00:00
3,JINPAO,JP2101-20161224088,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2011-08-21 00:00:00
3,JINPAO,JP2101-20161224089,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224090,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224091,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224092,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161223726,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223727,2016-12-22 00:00:00,L001,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223728,2016-12-22 00:00:00,L001,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223729,2016-12-22 00:00:00,L001,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223730,2016-12-22 00:00:00,L001,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223731,2016-12-22 00:00:00,L001,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223732,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223733,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223734,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223735,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223736,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223737,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223738,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223739,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223740,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223741,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223742,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223743,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223744,2016-12-22 00:00:00,F016,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223745,2016-12-22 00:00:00,L001,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223746,2016-12-22 00:00:00,F016,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223747,2016-12-22 00:00:00,M010,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223748,2016-12-22 00:00:00,M010,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223749,2016-12-22 00:00:00,M010,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223750,2016-12-22 00:00:00,M016,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223751,2016-12-22 00:00:00,M010,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223752,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-06-24 00:00:00
3,JINPAO,JP2101-20161223753,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2011-09-02 00:00:00
3,JINPAO,JP2101-20161224202,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-08-30 00:00:00
3,JINPAO,JP2101-20161224203,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-08-30 00:00:00
3,JINPAO,JP2101-20161224204,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-08-30 00:00:00
3,JINPAO,JP2101-20161223358,2016-12-22 00:00:00,C001,520025,JINPAO,Y,2015-05-30 00:00:00
3,JINPAO,JP2101-20161223359,2016-12-22 00:00:00,G003,520025,JINPAO,Y,2015-06-03 00:00:00
3,JINPAO,JP2101-20161223360,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2015-06-03 00:00:00
3,JINPAO,JP2101-20161223361,2016-12-22 00:00:00,A011,520025,JINPAO,Y,2015-06-05 00:00:00
3,JINPAO,JP2101-20161223362,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-05-22 00:00:00
3,JINPAO,JP2101-20161223363,2016-12-22 00:00:00,F025,520025,JINPAO,Y,2015-05-23 00:00:00
3,JINPAO,JP2101-20161223364,2016-12-22 00:00:00,F025,520025,JINPAO,Y,2015-05-23 00:00:00
3,JINPAO,JP2101-20161223365,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2015-05-25 00:00:00
3,JINPAO,JP2101-20161223366,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2015-05-25 00:00:00
3,JINPAO,JP2101-20161223367,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-05-26 00:00:00
3,JINPAO,JP2101-20161223368,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2015-06-04 00:00:00
3,JINPAO,JP2101-20161223369,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-06-05 00:00:00
3,JINPAO,JP2101-20161223850,2016-12-22 00:00:00,B009,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223851,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223852,2016-12-22 00:00:00,C013,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223853,2016-12-22 00:00:00,C013,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223854,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223855,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-27 00:00:00
3,JINPAO,JP2101-20161223856,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2011-06-27 00:00:00
3,JINPAO,JP2101-20161223857,2016-12-22 00:00:00,D013,520025,JINPAO,Y,2011-08-29 00:00:00
3,JINPAO,JP2101-20161223858,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2011-06-27 00:00:00
3,JINPAO,JP2101-20161223859,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-27 00:00:00
3,JINPAO,JP2101-20161223860,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-27 00:00:00
3,JINPAO,JP2101-20161223861,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-27 00:00:00
3,JINPAO,JP2101-20161223862,2016-12-22 00:00:00,S004,520025,JINPAO,Y,2011-06-25 00:00:00
3,JINPAO,JP2101-20161223863,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-06-27 00:00:00
3,JINPAO,JP2101-20161223864,2016-12-22 00:00:00,C020,520025,JINPAO,Y,2011-06-28 00:00:00
3,JINPAO,JP2101-20161223865,2016-12-22 00:00:00,B009,520025,JINPAO,Y,2011-06-28 00:00:00
3,JINPAO,JP2101-20161223866,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-28 00:00:00
3,JINPAO,JP2101-20161223867,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2011-06-28 00:00:00
3,JINPAO,JP2101-20161223868,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2011-06-28 00:00:00
3,JINPAO,JP2101-20161226927,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2014-02-19 00:00:00
3,JINPAO,JP2101-20161226928,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2014-02-19 00:00:00
3,JINPAO,JP2101-20161226929,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2014-02-20 00:00:00
3,JINPAO,JP2101-20161226930,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-02-22 00:00:00
3,JINPAO,JP2101-20161226931,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-02-22 00:00:00
3,JINPAO,JP2101-20161226932,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-02-22 00:00:00
3,JINPAO,JP2101-20161226933,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-02-22 00:00:00
3,JINPAO,JP2101-20161226934,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2014-03-25 00:00:00
3,JINPAO,JP2101-20161226935,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-03-26 00:00:00
3,JINPAO,JP2101-20161226936,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-03-26 00:00:00
3,JINPAO,JP2101-20161226937,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-03-26 00:00:00
3,JINPAO,JP2101-20161226938,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-03-26 00:00:00
3,JINPAO,JP2101-20161226939,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2014-03-26 00:00:00
3,JINPAO,JP2101-20161226940,2016-12-22 00:00:00,T044,520025,JINPAO,Y,2013-10-25 00:00:00
3,JINPAO,JP2101-20161226941,2016-12-22 00:00:00,H017,520025,JINPAO,Y,2014-02-21 00:00:00
3,JINPAO,JP2101-20161226942,2016-12-22 00:00:00,H014,520025,JINPAO,Y,2014-02-25 00:00:00
3,JINPAO,JP2101-20161226943,2016-12-22 00:00:00,H014,520025,JINPAO,Y,2014-02-25 00:00:00
3,JINPAO,JP2101-20161226944,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2014-03-05 00:00:00
3,JINPAO,JP2101-20161226945,2016-12-22 00:00:00,F010,520025,JINPAO,Y,2014-03-14 00:00:00
3,JINPAO,JP2101-20161226946,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2014-03-21 00:00:00
3,JINPAO,JP2101-20161226947,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2014-03-28 00:00:00
3,JINPAO,JP2101-20161226948,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2013-10-28 00:00:00
3,JINPAO,JP2101-20161226949,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2013-11-01 00:00:00
3,JINPAO,JP2101-20161226950,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2014-02-03 00:00:00
3,JINPAO,JP2101-20161226951,2016-12-22 00:00:00,H017,520025,JINPAO,Y,2014-02-22 00:00:00
3,JINPAO,JP2101-20161226952,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2014-03-03 00:00:00
3,JINPAO,JP2101-20161226953,2016-12-22 00:00:00,E008,520025,JINPAO,Y,2014-03-14 00:00:00
3,JINPAO,JP2101-20161226954,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2014-03-15 00:00:00
3,JINPAO,JP2101-20161227467,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2016-02-11 00:00:00
3,JINPAO,JP2101-20161227468,2016-12-22 00:00:00,F032,520025,JINPAO,Y,2016-02-11 00:00:00
3,JINPAO,JP2101-20161227469,2016-12-22 00:00:00,E012,520025,JINPAO,Y,2016-02-12 00:00:00
3,JINPAO,JP2101-20161224093,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224094,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224095,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224096,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224097,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224098,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224099,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224100,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2011-07-13 00:00:00
3,JINPAO,JP2101-20161224101,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2011-07-13 00:00:00
3,JINPAO,JP2101-20161224102,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224103,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224104,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224105,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224778,2016-12-22 00:00:00,N008,520025,JINPAO,Y,2011-11-24 00:00:00
3,JINPAO,JP2101-20161224779,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-11-25 00:00:00
3,JINPAO,JP2101-20161224780,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-11-29 00:00:00
3,JINPAO,JP2101-20161224781,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-11-29 00:00:00
3,JINPAO,JP2101-20161224782,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-11-30 00:00:00
3,JINPAO,JP2101-20161224783,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-12-01 00:00:00
3,JINPAO,JP2101-20161224784,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-12-07 00:00:00
3,JINPAO,JP2101-20161224785,2016-12-22 00:00:00,G003,520025,JINPAO,Y,2011-12-07 00:00:00
3,JINPAO,JP2101-20161224786,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-12-08 00:00:00
3,JINPAO,JP2101-20161224787,2016-12-22 00:00:00,S024,520025,JINPAO,Y,2011-12-08 00:00:00
3,JINPAO,JP2101-20161224788,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-11-28 00:00:00
3,JINPAO,JP2101-20161224789,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-12-01 00:00:00
3,JINPAO,JP2101-20161224790,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-12-01 00:00:00
3,JINPAO,JP2101-20161224791,2016-12-22 00:00:00,W006,520025,JINPAO,Y,2011-12-01 00:00:00
3,JINPAO,JP2101-20161224792,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2011-12-01 00:00:00
3,JINPAO,JP2101-20161224793,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2011-12-06 00:00:00
3,JINPAO,JP2101-20161224794,2016-12-22 00:00:00,D010,520025,JINPAO,Y,2011-12-06 00:00:00
3,JINPAO,JP2101-20161224795,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-12-07 00:00:00
3,JINPAO,JP2101-20161224205,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-09-01 00:00:00
3,JINPAO,JP2101-20161224206,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-09-01 00:00:00
